source,destination,total
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,NWggH3WCPafbxqP8D2gunNBG5tvBeWzKQjEgjFfhFkP,584991.082052368
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ud2eLzN5PG1EmLJa4V8WarAjw2HkyAh6ZGdbEQKYZux,584991.082052368
2uy4is89kSQmVp9fqWaLA4eu15fBAPMVqvX4CHKEqeWq,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,584991.082033368
2wJghSkDnzQhttHTqy4f2FwbnX3f66aNMNDGbFnvf2qs,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,584991.082033368
63QghZcBpMrvbxJFqvUdWAi8hChUWSKDvYZqkYJGsh9N,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,584991.082033368
E8vqKBZBhVZt7tfap8JegodrR2L86mgbaPZf9qzkYRdv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,584991.082033368
NWggH3WCPafbxqP8D2gunNBG5tvBeWzKQjEgjFfhFkP,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,584991.082033368
ud2eLzN5PG1EmLJa4V8WarAjw2HkyAh6ZGdbEQKYZux,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,584991.082033368
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DT1nJxSjcXECXzeqemqTkCyAW7Fiy3aSSaZqLyvk8jxJ,562881.452173452
DT1nJxSjcXECXzeqemqTkCyAW7Fiy3aSSaZqLyvk8jxJ,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,562881.452154452
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5Hw9ayWBXHQcCmnQv4EmCxH6fP8yDBZC7d7wfAEsW1S8,546895.906527716
5Hw9ayWBXHQcCmnQv4EmCxH6fP8yDBZC7d7wfAEsW1S8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,546895.906508716
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,2z3pJKgXs8wFkuRmKsrRKzHKPK1ju8XggHWitybUMjHe,538908.118
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3skt3y8hEF3XPVuY1U1SM44m6zeVetjvkeEYvGsz3a3y,528000.0
2hbk7SJgNCCNhPzKVVPRKxv7V1FjMryfw3faYgs2yXVU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,520357.825153415
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5eCVaxyRnSmMWcp7SkcCcsWy1B1nbnvRFDdZk1jyaNMe,508126.0899987764
5eCVaxyRnSmMWcp7SkcCcsWy1B1nbnvRFDdZk1jyaNMe,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,508126.089993776
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BAR6n3ishuMzwbLNtaK4g3vxWp7pbnm2FagtoCdf7tHw,492828.79341200716
BAR6n3ishuMzwbLNtaK4g3vxWp7pbnm2FagtoCdf7tHw,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,492828.793407007
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,B5sTcNpS2zsemMpgNyUsqSDJVrMXvDQeiX7X19WAwvtB,492789.94627069397
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,FwqnvVsMQ9Txv9FWy23imxN2Rd6jL6WJcsGNDBgQvucR,472701.348867601
GLZd6rtwhELGcwaGieALS8K3L7RU4uqzdmjeC4fjpJji,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,470886.2115822801
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ABpLdyDkJzR5eBpF7cR3H8NUV4NtN6nn6kidDpxAXqNm,468033.651367831
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6GXQTRtcLCr85s8LDa3Lsgpktrjei6p6dBUZ1KCA8rim,444983.31737441494
6GXQTRtcLCr85s8LDa3Lsgpktrjei6p6dBUZ1KCA8rim,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,444983.317369415
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6Tm5zWbbTNW6PJtxw6bL2VPYVk99qPUJXPu5oqsbFZ4K,430556.909063542
6Tm5zWbbTNW6PJtxw6bL2VPYVk99qPUJXPu5oqsbFZ4K,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,430556.909058542
7AksHQQeZMmNBdV5AvLP3FFHHAUautANTdZKwuM8Pq28,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,430248.54029000003
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DDxeTtfNkmaRJhGYvi72rGCpUryuRrnG6SshvwLVbC3R,427317.237036868
DDxeTtfNkmaRJhGYvi72rGCpUryuRrnG6SshvwLVbC3R,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,427317.237031868
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9fzhPf1gtes8eFXPX3hyS3kZENKArGyh3NKyx2rCwxB8,398664.633802249
9fzhPf1gtes8eFXPX3hyS3kZENKArGyh3NKyx2rCwxB8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,398664.633797249
3AjkqcDffzaYPJL84xEuWLZbdeCjLhMSQ2LHtKYaypMq,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,397519.929937
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7GVm9FzdFntVGG1ffaLrPwqf9XmYqsiycjf7H5iNFh4d,390822.9141807551
7GVm9FzdFntVGG1ffaLrPwqf9XmYqsiycjf7H5iNFh4d,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,390822.914175755
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DKLGcShUPQkMxat9piQTSpi3A5RRVkeEYrRvjfk8Gm2t,389791.017601947
DKLGcShUPQkMxat9piQTSpi3A5RRVkeEYrRvjfk8Gm2t,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,389791.017596947
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5DvR4KENVJ5Nk68VsNa6NfEuoNsGtQ8vNHQXWXbuFq2k,388482.341128806
5DvR4KENVJ5Nk68VsNa6NfEuoNsGtQ8vNHQXWXbuFq2k,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,388482.341123806
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,K1c4Q9cH3cSfu64wCwLCuaaxmN54E2g2jPi3rQMj8re,385043.65744542
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4WNvTsvNeK2PCPWDWwnCZKiWMh2NXRpiZwZ45uq2LfQ4,383362.754520754
7HMxgfZTQeK2X7iBwDZbNLK7aDwvjcjCtCPZ3hhNXJFC,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,380108.86697526195
7CGCqA6rcirTDuZZGyuMsX8Z64Ru7bWfJ9oa4KPMj9DV,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,371553.01200726506
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8SiWXTpcTUovS2LxCvxcPdTnS5f5CCYjzmNRmB1JVEJo,370771.082
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,GosVs2Wuam33GGRQ29YZN3pfnMgrwV35t6YvMjfSGw2X,359478.059304256
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7kUQVjtpF1kWuvXQuN8FNcobQrnRrCFSxrCo3cNhw638,358865.30820104
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9b5hQYB3XY1ca3vEEq4VPvbHaaAmH37QnbVVvmBfsXzJ,358685.614145142
9b5hQYB3XY1ca3vEEq4VPvbHaaAmH37QnbVVvmBfsXzJ,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,358685.614140142
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5aoHXCutb3kQ6zBWTfgdBz3L2Cyqa1CHWUZHqV8Gk8F7,358408.867005262
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Hr8Gu1MTXh3cxaPeipnPjCmyE2qJi8CF5ADGV1SDCxWR,354730.33
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,FBXMrto84z58oyXr1PMB9otwARtU52xuZgS4z4Dd8Fvv,352206.28173380817
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,FBpWh1QDihh5dAxAziYZoPodiLy33CsRgqB8LhbrgEFf,352206.2817338081
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5EHx1f2sFnTDuwGAEXfYAxUcSa8o6iKZMqwH3GMoYn5k,352206.281733808
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,AoVsiJoySekyaiLu7km3PN6ZdhfWdzn2TCj4L5fTwL2J,352206.28173380793
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8v9kt79hJUUrSFJk8tc8C9W8DKYndh7uDnU27eRsGkgp,352206.2817338079
5EHx1f2sFnTDuwGAEXfYAxUcSa8o6iKZMqwH3GMoYn5k,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,352206.281728808
8v9kt79hJUUrSFJk8tc8C9W8DKYndh7uDnU27eRsGkgp,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,352206.281728808
AoVsiJoySekyaiLu7km3PN6ZdhfWdzn2TCj4L5fTwL2J,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,352206.281728808
FBXMrto84z58oyXr1PMB9otwARtU52xuZgS4z4Dd8Fvv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,352206.281728808
FBpWh1QDihh5dAxAziYZoPodiLy33CsRgqB8LhbrgEFf,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,352206.281728808
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6nJXUqRn8p5MPu9zrDWfXtn72YjTQwb64DbcUUDknzvv,346667.109996492
6nJXUqRn8p5MPu9zrDWfXtn72YjTQwb64DbcUUDknzvv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,346667.109991492
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,79fqhmgJhsDNivd93viseEmKraVR9TyvQwcF6Ya6KSiY,345023.139792642
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ErLyjoWxefq6BA1DNzLMLpAAZeE4hmpLHuyYssRiqZzU,345023.139792642
79fqhmgJhsDNivd93viseEmKraVR9TyvQwcF6Ya6KSiY,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,345023.139787642
ErLyjoWxefq6BA1DNzLMLpAAZeE4hmpLHuyYssRiqZzU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,345023.139787642
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,639s8VhHAYyTp3ehMaaNdFaFMbZEgeN6n4MLjXcq2AHg,342373.1717242782
639s8VhHAYyTp3ehMaaNdFaFMbZEgeN6n4MLjXcq2AHg,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,342373.171719278
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,HApzir7B922GDHGcy8gTDuS3QREnVL1Hta46kk8kx8Y,341731.800941351
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ANKt1N3cGq2hxfP2SRLomV8P9ZRRVg7Y2PSiPTy8M3f9,341416.3961816379
ANKt1N3cGq2hxfP2SRLomV8P9ZRRVg7Y2PSiPTy8M3f9,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,341416.396176638
HpSJrx6t52zMkTceTKYy4yPmgyGSBtQshbiZN3hHRVtj,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,340771.081995
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,HpSJrx6t52zMkTceTKYy4yPmgyGSBtQshbiZN3hHRVtj,340771.032
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,D42h2mCwVKHgQBp8S5rjMoyHrWyAbzzb13pec9b8Siwg,340265.669740082
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,HBvvqN3MW9VAu1mvLPwSL6WsGoCRWbPcHe9AKXRg6WKZ,340265.66974008194
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,J9MUMcneCSzjgYPdgK4yFvA6A3FWqCq6sF5h1t9JDfZn,340265.6697400819
D42h2mCwVKHgQBp8S5rjMoyHrWyAbzzb13pec9b8Siwg,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,340265.669735082
HBvvqN3MW9VAu1mvLPwSL6WsGoCRWbPcHe9AKXRg6WKZ,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,340265.669735082
J9MUMcneCSzjgYPdgK4yFvA6A3FWqCq6sF5h1t9JDfZn,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,340265.669735082
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9CcJNghRkyrmnqvyJdVSe6HoaVs6QgjHASYQ9kK1DXq8,339804.45643475687
9CcJNghRkyrmnqvyJdVSe6HoaVs6QgjHASYQ9kK1DXq8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,339804.456429757
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,zHWWdZLvQSc1ArCUoKvW6g6XUvouffsmyxD1JPPyjX1,337335.810013956
zHWWdZLvQSc1ArCUoKvW6g6XUvouffsmyxD1JPPyjX1,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,337335.810008956
3qWmcq24A8wFN1bkjA3QuDyLALyH8qJeF6nNELzTJEiS,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,333827.305682179
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5kWEhccpK9KpprL9Z82mQ4oBj14j3zgENdmuGduPtfGW,333826.305697179
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,B47dNt92yonJdjiWTA2Qbjk8xRbWCHGyt7zg4f9dHiTX,330513.1515748301
B47dNt92yonJdjiWTA2Qbjk8xRbWCHGyt7zg4f9dHiTX,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,330513.15156983
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,93XtYQaGg5bJcJze1oaDBWqEfDniW8jhkpDecnS93Avi,329004.728084424
93XtYQaGg5bJcJze1oaDBWqEfDniW8jhkpDecnS93Avi,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,329004.728079424
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3u8dfmumRxqgm6wHjeiMCz9EcmkuKoYzaPp6toGVaDS8,323230.87850792025
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EMgYrnC3Uy3HLd3CZB9uhkEK5uq1K3iW4qKYWush9hBu,323230.8785079201
3u8dfmumRxqgm6wHjeiMCz9EcmkuKoYzaPp6toGVaDS8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,323230.87850292
EMgYrnC3Uy3HLd3CZB9uhkEK5uq1K3iW4qKYWush9hBu,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,323230.87850292
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4k5mmDwaJVyRihqjA8uc6TggCpcjrycS8vFfuhPRW2yj,320636.9269128282
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8Ns4ikjWzsSfCEUQf8bCUYhRjUKbeNv3DCiPy5NCYddq,320636.9269128282
4k5mmDwaJVyRihqjA8uc6TggCpcjrycS8vFfuhPRW2yj,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,320636.926907828
8Ns4ikjWzsSfCEUQf8bCUYhRjUKbeNv3DCiPy5NCYddq,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,320636.926907828
HQqeDnBrExfhxqgRgdkgzaZw5SVPYVopjwUjnQ4W4mbP,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,315356.45127961406
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Fx59pm79SQq9UqxqJzDfkZFWfVRhtntxq9oMw9y1rLfw,309220.541612476
Fx59pm79SQq9UqxqJzDfkZFWfVRhtntxq9oMw9y1rLfw,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,309220.541607476
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EPvhRRSWwdn2Dv6Q6cKZwGa538ZD4ybtr7w2F83ipkpD,308929.89909399016
EPvhRRSWwdn2Dv6Q6cKZwGa538ZD4ybtr7w2F83ipkpD,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,308929.89908899
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6U1qKZyHocenxbDbK4dd5BX7cNgnVyMPwwXSAF8ed9mC,305728.532071304
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9mPamKxrV9UUiVf99WxgVcxiaRSzUXMwGV6Kx4pBmgaB,305728.532071304
6U1qKZyHocenxbDbK4dd5BX7cNgnVyMPwwXSAF8ed9mC,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,305728.532066304
9mPamKxrV9UUiVf99WxgVcxiaRSzUXMwGV6Kx4pBmgaB,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,305728.532066304
7sfDzrZ7BWfSVyWTBBPWTLFgxbSJsbcqBuxRy38ALTqb,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,304541.59801723994
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7ygwU6G1EZrAXyCDAW9zfMN9VkSN9d8Tj9T5PEvQnWk5,302650.71478278
2WtLrNkvQo9u4jVT16Lgw851FwthU3viiojQYWhp2mhD,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,302650.71477278
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,53Htd8G8Wn7hEGFZd14VFNFz5UBEz4m4LSWEtAKjV2Kx,300672.5315077201
53Htd8G8Wn7hEGFZd14VFNFz5UBEz4m4LSWEtAKjV2Kx,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,300672.53150272
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7DyhimRC7Vh7HEyEQwRYuRRkRKAMZdu9o363buK3WtJc,297497.39659064997
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7WAwn49Stvgo3fASN9uuindciw7p7MiXmkAMPQFrrtFS,297497.39659064997
7DyhimRC7Vh7HEyEQwRYuRRkRKAMZdu9o363buK3WtJc,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,297497.39658565
7WAwn49Stvgo3fASN9uuindciw7p7MiXmkAMPQFrrtFS,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,297497.39658565
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,G9z24ogbZTFfwegitzcvt8yFeygE7AkXp4b7RMQcn9ZA,295025.375907404
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,B9wWSyojSqJkAqqtnG871aKzRPGsh8d7Mguxxm7HVea7,294396.9602014141
B9wWSyojSqJkAqqtnG871aKzRPGsh8d7Mguxxm7HVea7,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,294396.960196414
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9nrjapZVcfQzpWJJaSHkyUikBpdotHjmWd5Y9ih3cV4M,294288.2331165941
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BFbCSV5v3JooC3TxqT7THi79yKUBCELEwvmHCE3oma3,294288.2331165941
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,FuhxLDZFv7HwNEmS6UHC9M3VbkjfhP64hiHatygfZBQu,294288.2331165941
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,H7RJ77KfbiT2A7EpwhyKys7gZ3QJcHB5ePfGKowVzn2y,294288.2331165941
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Hx93LztJ5JNK6Zpf7WTh1xE8H6H2iHZLzS3GiTekHjtw,294288.233116594
9nrjapZVcfQzpWJJaSHkyUikBpdotHjmWd5Y9ih3cV4M,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,294288.233111594
BFbCSV5v3JooC3TxqT7THi79yKUBCELEwvmHCE3oma3,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,294288.233111594
FuhxLDZFv7HwNEmS6UHC9M3VbkjfhP64hiHatygfZBQu,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,294288.233111594
H7RJ77KfbiT2A7EpwhyKys7gZ3QJcHB5ePfGKowVzn2y,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,294288.233111594
Hx93LztJ5JNK6Zpf7WTh1xE8H6H2iHZLzS3GiTekHjtw,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,294288.233111594
H6wDseT6M55QENh6XT1M7biBPYnuNnGBP7nZizMxCzFc,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,292257.079829647
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6jejsPtSKopFbUKZJhHEWsNH2b4bWdfFBqpjrVhtZa7f,291541.73187184805
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9xuccWSMVWR1yfy4CJCAiRmS3xCkoHdNVwfapn86Bg1p,291541.73187184805
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,AE8dmFnuzFA8YFVxDWD5ruQtbSwZ5jLeqyjnGgtSj95M,291541.73187184805
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DEPo8MJtdnWXxW38wJEfJFvXZqJwPrAPfjsz4c1LEnow,291541.73187184805
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DTUKk6FpFiKybGB1LVait6SASsZu93rBHUK2vS7hA6iW,291541.73187184805
6jejsPtSKopFbUKZJhHEWsNH2b4bWdfFBqpjrVhtZa7f,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,291541.731866848
9xuccWSMVWR1yfy4CJCAiRmS3xCkoHdNVwfapn86Bg1p,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,291541.731866848
AE8dmFnuzFA8YFVxDWD5ruQtbSwZ5jLeqyjnGgtSj95M,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,291541.731866848
DEPo8MJtdnWXxW38wJEfJFvXZqJwPrAPfjsz4c1LEnow,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,291541.731866848
DTUKk6FpFiKybGB1LVait6SASsZu93rBHUK2vS7hA6iW,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,291541.731866848
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,2mnpNiDEmBUw2CEUc9iuqsJfbutJP6WyMoy3Dvqjb8Mg,290463.19
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3e8Q3wXRNmSvomRVA8rZ6Vv3YJ6EYot9xkGbXJVFR39H,288893.37899839605
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8FeBZpEtqm7hwes8nW5hpUMM1nv84YQ4mvfgvUCQtPRM,288893.378998396
3e8Q3wXRNmSvomRVA8rZ6Vv3YJ6EYot9xkGbXJVFR39H,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,288893.378993396
8FeBZpEtqm7hwes8nW5hpUMM1nv84YQ4mvfgvUCQtPRM,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,288893.378993396
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,23jwTuGRwEBJKFawe397A1KhgPf5E9BvwjKAjNNeyGbi,285682.1872190182
23jwTuGRwEBJKFawe397A1KhgPf5E9BvwjKAjNNeyGbi,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,285682.187214018
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9AWzHvuoba2RQuny8CgjPiTps5UTRXhVzKp7GRhQUpQW,285547.0942220649
9AWzHvuoba2RQuny8CgjPiTps5UTRXhVzKp7GRhQUpQW,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,285547.094217065
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6oJz2EhGUc2NNNkFxwkJV4jGdq5wLLta8K6eDfw1d3XB,284461.16341445595
6oJz2EhGUc2NNNkFxwkJV4jGdq5wLLta8K6eDfw1d3XB,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,284461.163409456
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,J6XAqbhgL7iG8o9tzZcGUCMudid9eJsjmr8KxAnFhV1e,279339.776
J6XAqbhgL7iG8o9tzZcGUCMudid9eJsjmr8KxAnFhV1e,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,279339.775995
4wVoFvmLHZzTt7fSCc4v88ue81hLgtvcNxXMZug1XFeU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,278309.99769212
E6bXa1b8dioGsYkxTBYBsvmP2ZRKZnoZipQuXosMyB38,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,277911.888301
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9QF6tXfs7ZR1xc1hGtEiSWEWTY1bikPtXxvN6GQNHZow,277165.1776936461
9QF6tXfs7ZR1xc1hGtEiSWEWTY1bikPtXxvN6GQNHZow,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,277165.177688646
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,2BkEwzx9ApDRP2nPXmZ391SqAGwk3fdKjKUSp9UKCVx5,275608.4799226241
2BkEwzx9ApDRP2nPXmZ391SqAGwk3fdKjKUSp9UKCVx5,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,275608.479917624
