source,destination,total
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,A4oqZvtCzvHPe1EFw4vKiwRH7bCS2Di7QAbx1B3QHuoC,273447.177638102
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3H9Fi72egvRveVycxgc5ZAPpiAjUVtk4Eq6CUkyJzPL4,273447.1776381019
3H9Fi72egvRveVycxgc5ZAPpiAjUVtk4Eq6CUkyJzPL4,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,273447.177633102
A4oqZvtCzvHPe1EFw4vKiwRH7bCS2Di7QAbx1B3QHuoC,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,273447.177633102
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,46AjVVtx6YgB6c8E4S9cVLfcg6FBHWkAcS5v9EXk9BQe,272229.53820300003
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,E1PCGnYeTYWWDuxtvXmcWka5h1hho9wuno2kCZ7mJLua,269336.3199616381
E1PCGnYeTYWWDuxtvXmcWka5h1hho9wuno2kCZ7mJLua,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,269336.319956638
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3zqTuZRPieb18xUiftGAWwzjnnSUpwJemhUHkKnzSG7Q,269068.0414181861
3zqTuZRPieb18xUiftGAWwzjnnSUpwJemhUHkKnzSG7Q,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,269068.041413186
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8aQesQSbZ9rQdv5eBsHBZh3EC4SgGttpgDc947yg6WW8,265081.51258328004
8aQesQSbZ9rQdv5eBsHBZh3EC4SgGttpgDc947yg6WW8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,265081.51257828
GeVz7jM11hKfsuFsZWrLQZ1CQoHVYaEcHu1G7CEvWRaH,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,260524.90929764303
Dm2sqVkpYYBGqCyUNpMCcj6pN7FCYdQ9jniPgYUYjVaR,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,259520.57332821097
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EjMu2FRjcAGqoiZ6Nc7fnKRugXVUe7sRn1CNLL1Sfynm,258972.98493805804
EjMu2FRjcAGqoiZ6Nc7fnKRugXVUe7sRn1CNLL1Sfynm,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,258972.984933058
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5m7bsRGVbnDGsjqV1eKD8Gg3TTRN33BS61g2MnvpUZ31,254709.071308053
5m7bsRGVbnDGsjqV1eKD8Gg3TTRN33BS61g2MnvpUZ31,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,254709.071303053
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DX25YDBipvwKuEuVij6u6hd2QXFSqPgv4ykwTwsBArPN,254630.06247452594
DX25YDBipvwKuEuVij6u6hd2QXFSqPgv4ykwTwsBArPN,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,254630.062469526
5N1yZB8F6u2gHZiDaYq8XCBR1RUpYXrFGTeMoVEzRjUU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,251282.13280461798
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,AM81UvF2U4Dsj3eh8eKJfiamvFPzY7kJsdNQcfHZxsNb,250675.103494842
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4tB9qfotdmPTzsvGFXcHENLLG99VvXJr8NsTsszCGNZF,250140.0845451
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5Jif42VubwAckvWiFnZU4WWq6tGph4Z55jTJDM5F65rb,250000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BYf7kztiezoAF45eVQ4SBnQWTSyame6wchiSKUstwpiW,247171.28259074598
BYf7kztiezoAF45eVQ4SBnQWTSyame6wchiSKUstwpiW,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,247171.282585746
GkPMky9TPWvsg7XyvPKhfmz4q4QrTe85Lg3ix4CdigXD,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,238342.07132621
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,29yvizrDc6cHyjp1C2HXDKwzqPxVHepKWZvH57n4FihZ,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4JouzdtgQAR4exRSMud5KPFVYaSx1wQSrME8bitiaMui,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9jWGa288gBAX7ra9kLK5S53c8iMSB5sHPK6CVAcQg4aJ,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BtFwN11D5d4NDL4viXHtAszsFuShSeNBn5hZrEMzicQi,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,C1HUmQnCedMdQmmWH6zpshNRto5AGwgMhJKTsxnjcKVV,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Nr5NUmBjoWvN6t66wi9zSNGqRPn79Qc5SbeDYm2Kibq,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ZpDZz2ybHtFrZUUL2byXXEMSvyLhCRNUC4L9Q4KDMtf,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,eV8NrqrcBEmtbzzPkRMdDe69Qt3zSViw7ASZi5ctZmk,237409.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3fVxMe4zPDPaPBzpuDUtesDuU4tm5WXyG5JPWnTusBPp,232358.86099331
AmR8NkeGSkVzZCA5CD2PaU15W2KL8UQX22aYc1awXwHV,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,231770.474058483
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,21LXin8XJa1AyCHgEupw61WaytMUYUaJFpUcVEzGGuWP,228911.5277
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,34bHtsg9PxbXWfbJFy1ou1vUeLqfC5i4pN6gWQkJVJir,221736.950588005
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9LrLMDiHiFZWf4YSFxXXJDyFcvRnKMTAFVAFRBYr5uVW,220036.07431163004
9LrLMDiHiFZWf4YSFxXXJDyFcvRnKMTAFVAFRBYr5uVW,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,220036.07430663
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8rESWgaa7794Z9XpfiUkJbg1jymDLj8Zg7hHg6i1d7UK,218622.91176079394
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6b3DpfQXPxqoLezMyNsqvuBfPoZRLK5qnwDPHUr9ZoaW,218622.9117607939
6b3DpfQXPxqoLezMyNsqvuBfPoZRLK5qnwDPHUr9ZoaW,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,218622.911755794
8rESWgaa7794Z9XpfiUkJbg1jymDLj8Zg7hHg6i1d7UK,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,218622.911755794
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6YZ5VvMiZ7P5quKk9rYAGVFGaiRwf23qc7KHSWSavfXq,217878.0
8LztkY7eMvV41w8sPH3QqfB9gUGwyFVfwxgFXZiEmGuR,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,214889.55596606398
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4ZCiGakZJy5aJsLpMBNBNwyrmNCCSCzukzhaPzzd4d7v,214502.381958218
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,CZVhCRcTzLy8x55RjNQPRjsoBBppjFyWWMABAAWMK3rY,214394.60800000004
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,HLw1ZioodiJ7DBxXNgiH96HtW1ucCq2QhMRKaWNsbn12,212218.15634506202
Dq8wBoQ6uBdzHVRSuALcrrcVusC4tiCcRp5pHQYZxcFh,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,210934.340024621
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,VtjH6u9SVVy8m4UauR39pruYaaDv9mrKgLfbBChhTdb,208231.48050399998
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,C1RLwHCeeqWgtDaoD1kHeuZyobgupnmgh1Tpyg58tuLT,207555.39
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5FPw2tNfULymhkv7BXWFDCSyKbxHjEZk7tiUEK2xDzrL,205291.795
5FPw2tNfULymhkv7BXWFDCSyKbxHjEZk7tiUEK2xDzrL,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,205291.794995
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8ZwrG71RRJzRvYa7EgRbTk1C2bpmShKijdKwfDEkckJK,204514.593
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,CjRwsyBSggVMHUXxpWyE94PnwUMnvxfdHz5wUZmz46Eq,202524.858625225
A4PcWfUtU3eYsNmTZGzoBN1hyUNkW3EowF9JTBELNT8h,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,202524.85861022497
2JQQR1srp6WhxiwwbvdFoHWQFKnKMrwzjjy38DGCKWwE,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,199999.999981
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8ZviULgJZCqaieAB4JNqD1YXfEnRAZabWEiqg2VeNJdA,198805.12017575002
8ZviULgJZCqaieAB4JNqD1YXfEnRAZabWEiqg2VeNJdA,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,198805.12017075
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8ihVbtyuNQF3VYVHKZ4oCoz1e3ZyfMNPhKpAYfjeAzPe,197257.94
9wW6JzFAjw4neu98xTAQQixGP9Lxpg6eQi6RAiXiGEvy,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,194522.213225651
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BwMcPjuw1Zk8P9WH8B6MAT6LZB21muZkDdNd51HELXua,192341.99974861
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Dm2sqVkpYYBGqCyUNpMCcj6pN7FCYdQ9jniPgYUYjVaR,190894.979
6LcV7Y1s1BzSgkEjRpkdK7b3VZhyEQBUKTzRzYSwhECm,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,190033.65445667694
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3jUKGSM1ejE5b5KrCE3gLwETtrxfEUWcNfzAxLqH6VKq,189789.335
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,78kK6rDYDGFw6xB4Gj98fgEvyTvs3pdg87AiaZGCs5Pn,181723.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BjiLNtAq42Jpv8CgjXP5GarBJDVjkSRrztmj2ETxxkPR,178737.646993596
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9625hUts8i8iCiBk5tGw7hZ8RChdqJfZejGyTSwEYmav,175677.418
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3AEUaJxoFUUs13zCTAoSrhhTXgHSySUbHwYd5bXXzTnS,164135.614323606
7ZzoGtdo6dwyijSQGxGzuX4GMjrBTKY1P7HmyYh6osUB,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,164064.128276192
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,A9YMi4Y5oTws8DPJV1TzDySun7DYPFaZET4A49K3BoDD,160644.556438792
RFhCap7zoUSzdWf3PKzqs7YEeAtjfFBvSwdi4jfU8LA,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,159720.874006077
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,CJs2Mjp2D2Mx2dXaQCNopFnAq6M6QzaL2M5G9dDzsyCs,159008.05800000002
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4XCJ5PbHJWP1xfBKyYmV6GnUox1KY1czCiBQW1U3NCNj,158499.240879324
7f6bDizBBTvAMAP3MaFuuTgLHbrBWrduNkre3mZpc71x,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,158460.50102400003
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DUc93QAHFVrNihJt9j6pmq9Sy2Kp5i4cGuA36tLE9VKe,155000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8jXCniGfjC13UKiDCn6AxWtMyQf45DiurgpwFA7uR467,150000.0
EMMwdRcVzJZLsouSytKjt5sVpsnYRPwGmgSFdrWTVGFy,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,142999.99997499998
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,319PqxdMXA4hiP7p7UNE3JfDvW4iDu8kGowKVvTJL9bA,140722.976152058
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EW5HQZdMjjve2J3DJwTrbD1p5mShvU224sZhxGkapKsP,139155.0
cbBaQVsMsPjHYDTsyxSGJDcJihkcgxYu3h3tZnJ1E6i,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,138000.09999
9pBwoz3spdZqojFEjRZLFmH4KuX67YF6JNoifZxsPoH3,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,135251.081101016
GiwreLH4gxDer7MdukbtVAkK9kbMrZTidtxFYZ8pfFa8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,134426.019059946
4Ju8P3ciEgBtRpedxejXUeemwP8QR9b7pPCLYQ6quaBt,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,128930.80593682
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8UMbSW47Xvng9Ts1vm9UWKeFm3whgY8Xwoy72hMoUxt5,128000.0
6m7GASDnTvwRuG7HWBinSistoceRA1euWEyVPQHjEkvr,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,127229.12694199999
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,78DzMmvnLvtbonkXbmCwZQcYnhVQCFo6Npn6RuunzahB,127000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EeKQiYo7bVxx1DVd3tA47rx2LrW6GbYxHqEKCiQBRZwf,126694.235003106
FaZvnhJcpkkAUZfQAgvz3xVYFj7Bb5uauZvS7gUz83wF,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,126120.999995
HrnkZ1Z6QVJ6bjSqn42R87iBuHdXfTvVms5JMWsf2n1a,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,124454.433433476
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ERyk5msCwUKawCefdFcvz6ovLUU35Uwf66SfjwCJNyw3,120225.932
ERyk5msCwUKawCefdFcvz6ovLUU35Uwf66SfjwCJNyw3,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,120225.931995
Ho4T5dYps9q4YwxPJrDj3kAHExtFXXPFzSoZ949fys5Q,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,120045.99994000004
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5yUwWVLgHJiUfT4ChcukS4Ygoz3dSJfxArSaCgC5JqfN,120000.0
A9veEkNKzqEX9MvihqpumJvqkWKDwA3sUYeXocrSd6P1,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,118147.44067288001
8hit6XP8Wx6wZS4wpin19JbMifDovhiuyK2vyocs1wmV,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,116699.99997100001
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DYNDvctqi518aTrrekns9Fvvr3i8wttzpc4qECHtRAsm,116600.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3gN8hCuGZS6QwzgRAJVdNoB1B3peRSLYypwyzcMsAGEG,110017.486094414
E1gwRCgifQsKTW4d7Dke87HqsS6dqEkBCBawsQdPBURF,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,107427.518146791
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DfBwJhrnchASZJJxKfSH699EwrvfWgeLXmKUJoe7EJwN,107075.669027118
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,HPqBEw8B8vtktzENNrm1MteSiAGe1FuaTjWQd1VSaBBW,105569.88491019601
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,71BWrv7wuTTKB3x4kQMZicuY648riy2ch3xhurNHj4aP,104392.67
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8VGdbopQdqWj33y3zqyaFP8H6zRDPwE3vHK42D8PX1rk,103373.803678838
EwkZ5mcjRtcKBgeCzNM9Wy3mqmBdXWPtNTs5KTH8pwCH,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,101054.39998
Gp4oCSRFCaWg8fNzcckSMCEcPDeFCx18RRa8pcmVNUsd,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,99999.999995
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,JCrnUCNiwXBfEZ368BqmcMN4KR6pBaJ5SEiUmPQeiBs2,99117.0
CML4dnBtjsQzgSfoLLa7C2xHsYxnVtbbXDgmTevM4gp7,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,99116.999962
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7NngZ9Dy8dTZBokDY2zyv5SfCU61UoPX2Pr5szjxVyHb,98629.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,37reSTF7tpJ81pajsCNMK9ysYF6X1wePvGQ34LB3inHb,98628.97
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EykDjKvE3nTk2nByKMbGFuxt663pDN2YusR4jyVz6kTD,97000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4uPHru95fgrF4zNe4VfLxUEZKFQQpPbJS87v4tvNYEXg,96797.32129488
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BdtzDZ1safced9v6Los9gGjsHroLBTBriUAvT3wf37vL,96230.692387472
Fee7vcgd3oFLpfSJmX4kEcuzvoSPMJ4ckvLuXHxcW5DQ,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,94999.999943
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Ezxm8gL7s4niK17okzbE6KsvNutuA4nAbCL2ViqjBWQ1,90237.79690621
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,FgFWYmsjRkSMQYmCVCU5xq4WkqJhq2Nf6YY43FToCHUy,90016.02739726
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,J3apHovKDJqwabNe9S7VhQ6dwPGBqXbzkyUgY6GHdBaR,89256.0
6eDALBUKfTKzqiZnVoTnwCFLc1K17UJdzkJTmURhqAkv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,88191.929472166
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4tAzFHwHCVN9sSUYgQDSaWv7xJ6J5ujXrGujydE4X159,87838.714
56b8iKLHqbgmknK2TXqUSpMAYZoqwTLEMpwmLgxoUngf,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,87838.713981
4CFZT9hsVGgdDWJKjAdYbX9f9cssRJ86KaLgq4nKz3NU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,86550.590739248
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4aGtMwycHUibrdQoymWzmT9VJ3hW9Fux1QdPgu3K6ufj,85723.723282285
ExcH2hissLAQrtG8Fp3WJ36Rgse97GKHComigVqdsuTA,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,85376.959050134
4UmRZMmqki7YbVb295hiXRaifkFChkE371H1WgXFodzN,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,85228.46269312
vaC6S8ojASC2QpbvrLyBeuFJvHcbStpoz4oEcyFpZrU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,84208.85215852
7SqbDxYfhUirRHNGmYqYXfd4EhmK7mi5X2efehcE5CYC,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,84066.113910359
4G5d4nATXUhGNzQEJ3bxTWt5gGhhXAWb911TN7VuotY8,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,83915.992668307
99rccZWgVcY4R3J2jNBYqcewzi3B2icUVgad8jWNhSzu,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,83293.829805744
2oj4mB6AH8GmknynPTyqKFrrMk3hh6DikGAa9fUxHS1G,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,82225.091584251
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6m7GASDnTvwRuG7HWBinSistoceRA1euWEyVPQHjEkvr,81122.22899999999
5BpqR5QYU2qtPc8rxkrWXbgC1udTArgKS1143xt8HJ1j,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,80547.18069000001
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9KPZiionCbTKe8ydEkBLKTiRUWsABYeFAECPreVqfY2H,80040.56
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,K3f8wUYXZyWU6huzMANm8uH2M4D6r9goJhxgYnoX4BA,80000.0
5gbF7zpPKJFiiCcDBe5LGCEBqMBjJ4pZTvtFKhckUJ2,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,79517.585109396
52WLErLGcMSqh6kjSiBRerQUcNNS6ysGtkuS5bYeQR6J,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,76817.680180327
ebRrKPo5qiEhysjfpPCSAx2HEYonHapNhRWXvnfhr36,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,76444.76735575701
4Y836XXsuxocus5fSm7QZ59M9j3ZFKkqWxaaEJuGuLyo,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,75269.88000934699
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,A1amoiX3Gghwz7EXyk45mVEKn1vWaCXEeYZ8fy5MmMC2,74547.42
4Nkv4gZ6vKdii9HNnoh3NAsse1Y5euBQnGBKZ2ZqiUSL,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,73182.753171899
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9dQ6PJ2EimshyvKKRngcS9UY1NY5npPqC1RUoGbEwSdM,71471.19
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,2xYTREUnhUeZQEb1SPs3cNEba9HTWY3Jthj9z748TLGJ,70000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,B8mbCKAXpAv38NQPLX1t53r8UiVDYHCKGTNPzYW9LuZ3,70000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Ho7PzSCpA2JyPDXhk4JuenFyxRb8tUimBKyHviHkCWbx,70000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,b9srcGX5xE9AP5NkoosB9KeCyAoqFJNWEDCpd5qfQtV,70000.0
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,8ehEVJkaUoxgLpdmipeQCNLbf2RdCyuGhqSfArMRUUFg,69724.591
5hQ8mKy2kV3kAYj1uBuJXTLpawoMydBXBiE6JNZGGTGD,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,69724.59098000001
CQ8ahEL39FSz8hDZq2gMwvGwaNEBC7ib3sQCdJhoAp5a,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,69172.318995
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4dAj1aZcaUFyTDrzXtpuYWGsJrS1VXgaQm63TooVeFCS,68608.54
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,DqY3qVGpDUe3M2soe2CqizCyFfxTwPbXzvLytUkfDufb,67307.051273146
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,J1RPUBEnXYnwZmC1DtXkCmrha5vHWkSjEw2EY2Xmj3HU,65737.63371
BEgdvyNSnPJrhmQn8RPTFnW4eNLLGYLjXgghHix7Yy6s,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,65737.63367200001
2t9vNQsTAwF9pgJAnYphC9sMtuMUqMovqQk45H8PwFgS,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,63221.665257068
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,GhGndL1Agc1escsb5FfdJsyfgPXhyEbQ3ZtJosS9sxHD,61929.9
3QEmcHVcyB61UezA6xk3kedxgUK2r9cmUWfu24Zb3AwU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,61581.701332820005
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6QuS2hNgE8LC1t15i3u4fCtRSjbXotdBChdcSoVV8Ct,61436.68000000001
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3SwzajV7jym5yDAfUWGHMK8dRzSuYozfEYqZyeFpGuGG,61294.085884962
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,5Fq1ay1dk2KbmEmm4VJv9s2VdrRBuUCX7gvWq7rxHWYV,61262.90490978301
3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,Gwf8UDjVuSc7Bm7WoGxNxXNt5hZzJRcqAT2mpzkhdBuD,58715.146343964
DvsTWLMUMndo4WQ5dgFxkXZjPXEXBUMtJZ8L2mjo6uLr,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,56673.77886611399
A5Tb3F9KBL16so4zovjjap6aosnXKapSCVeP27NaCqH3,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,55794.9515474
