spl-token,transferChecked,2mi9xqdRyPYX9GsAHCMPuNRcAB3xKivXsh55WG3s3Z6cv4FpBJWeY1bkQm4gKcGfEHYWMxTY2aLgCVaVrt9xpt4i,null,190241878,1682350459,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,3kwhJ3XKGTTvM2ruvAtYEGFt5CKcc22UpFsFmME5VT8g,,CAR4j4d5nodr49gLuxkSC2RAEokAvBPbun7j2Xz2Hz3W,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,6,180000
spl-token,transferChecked,5Z5FwCRdtmyL7fURkJCabhXTpVyJGWFTLCRm7UjULo1qCtzeTk2cijRzLk18Dmng1dEorALAYHzx94WzmYjmUKLu,null,189596388,1682048645,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,9vWAiqj5t3vWi72E2wG3VS8PFs2rJzf5HBL1CSqfP9jr,,Tw5oN8b3GziR431zdQoQ67j5YZX46pA437WdpMu759a,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9,2000001
spl-token,transferChecked,5XixUi1hq9dAndNWg4ZeK3j8iupe6KFsv4tsTMmmAU16qU8kXvMBQ6FB8rzQjkHpRhzaFNX3nhihHXy11hfdTCo2,null,189596609,1682048747,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,3TEr9gCfKUyGVPihMB3w2AxDUr1w3L89sXaZc9qVXME6,,3V93T942ebTAkmVbic7KrKLLA4PAJZ8JyL33xmqUATS3,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,9,96924
spl-token,transferChecked,3sEGMUMA9DNnyPrg533QzPtc5Bkrw7SSEBCaLCPbqHawNBaqrzwxEo99sD7twqhpKoGuqY3iM5D2Ey29GZKyp3vX,null,189544339,1682024533,0.000005,A1qPpuj6dtYJT1Gen7XmfqFYnS4FT5VgsRr5745cnVn6,,,9BUABseqUvfYYRhV8qcBvcjASdJpMv4kC8VtdHqxiP4T,,EcofeNPi2KBA8YFjQmTFJWTT4Z4wJooCyNwChSw1DzBQ,GwTa7Nvfr6L7Rn5thY4ccxCUmoC2DBd3MWyQPckEsE26,0,1
spl-token,transferChecked,3XWijSptnwhtP13qwg6qpXJVtfHb7uC8eAoTPAvTPGQU2TMKRmqsMB5gZ2LRDH6z45BC4qtHGf9749fWfG33Sz14,null,188376420,1681477097,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,sgbmKGpDKZa97Rg5uhF2REBPm9eodEHVSXHtHrg7asj,,7nxv3q4NHXVGJyhaHjptGhJyTJ5Edniak81B5RQXCwQB,5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y,6,480.45486
spl-token,transferChecked,eJ1ykPcHmFRaxsfMWi7Tqs3SMfjHo7gkakzMtgAavZxFmTwi2X4EDqbLgTKu7khv8R8z1Ld5HGUKwhkEbqXFcTp,null,187865720,1681240526,0.000005,povZWsPCagU5MS43jsakEuqyMiwKyRXJotJdDRMYZkz,,,98EMKgbmVejyaEYW99DeDEtKPVbD41EYnGcaLcLPkNH,,4Mu5t8mwE9zKzzQqiGSDXzZJsaizbwEBjvt8VR63e6Hd,PhiLR4JDZB9z92rYT5xBXKCxmq4pGB1LYjtybii7aiS,5,100
spl-token,transferChecked,2RQLCi9m49RG7hBfd2dwizeAfKN5GMtwxzugEdtHkZTswcfEqgCQCtgKAazE7Zz8GX9v1NA2XpVzp8CJ5c5KE13h,null,188021266,1681312303,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,3kwhJ3XKGTTvM2ruvAtYEGFt5CKcc22UpFsFmME5VT8g,,BQFFbdSVDQnxsyjxzzjPRLkTKZSJNjbbm3V94Bb5q4pH,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,6,18944.058631
spl-token,transferChecked,3HLJXWWU1bTazAPLsf8WtBHK4LBUvvFscgq9CLKcs88mYYbkM2xngJu7r38cVuBNJg28cZdDgCE3hxvHCnpasdkw,null,183891610,1679424542,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,3kwhJ3XKGTTvM2ruvAtYEGFt5CKcc22UpFsFmME5VT8g,,9hF8EvSTyR9oBttQDhdXuzxtsbqPc9DM8Q48puMxxgqs,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,6,60000
spl-token,transferChecked,4qJsjAMXFr5p8KzipYDEKMJSTsx1vKL86zytYqB3AE8RQBwW2y3XvYUg1YMw95DaNFPWABDoH4hNq5hGohZDKJTi,null,181461170,1678285667,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,3kwhJ3XKGTTvM2ruvAtYEGFt5CKcc22UpFsFmME5VT8g,,9hF8EvSTyR9oBttQDhdXuzxtsbqPc9DM8Q48puMxxgqs,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,6,75000
spl-token,transferChecked,5CZN8QPeStvypDMN7ST4fNkjuH4iRAabnEJq71NTjyw5voxT6i41Cq6JYMDpjiXqEFrzmhC73ZbzUWqFJuZ3BnLu,null,181466381,1678288203,0.000019,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,3kwhJ3XKGTTvM2ruvAtYEGFt5CKcc22UpFsFmME5VT8g,,9hF8EvSTyR9oBttQDhdXuzxtsbqPc9DM8Q48puMxxgqs,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,6,34067.667868
